year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn400496,ca,37.0,31843.0,black,gray,nissan-infiniti lt,12550.0,15250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc126876,ca,39.0,44525.0,white,black,nissan-infiniti lt,11750.0,11500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep7cc106371,ca,44.0,11015.0,white,black,nissan-infiniti lt,15000.0,15250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cn427568,ca,43.0,34554.0,white,black,nissan-infiniti lt,12400.0,14750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcc125390,ca,41.0,22467.0,white,black,nissan-infiniti lt,13200.0,13000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a71cl010872,ca,41.0,38926.0,brown,brown,prestige auto,49700.0,50500.0,Thu Jan 15 2015 12:30:00 GMT-0800 (PST)
2012,Scion,xB,Base,Wagon,automatic,jtlze4fe6cj010019,ca,35.0,18257.0,silver,black,toyota financial services,12200.0,12700.0,Tue Jan 06 2015 16:00:00 GMT-0800 (PST)
2012,Porsche,Cayenne,Base,SUV,automatic,wp1aa2a21cla00605,ca,43.0,27043.0,gray,black,porsche of hawaii,41400.0,44500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn510350,ca,27.0,98380.0,white,black,nissan motor acceptance corporation,9525.0,8250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Galant,ES,Sedan,automatic,4a32b3ff8ce009274,ca,25.0,48910.0,silver,black,wells fargo dealer services,8125.0,9500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap6cc128710,ca,37.0,21689.0,white,gray,nissan-infiniti lt,13250.0,12000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn471724,ca,29.0,45473.0,white,beige,nissan-infiniti lt,11650.0,12100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxcu022487,ca,29.0,82708.0,black,black,california republic bank,12000.0,12200.0,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn406650,ca,38.0,45288.0,—,black,nissan-infiniti lt,11700.0,11250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Frontier,S,King Cab,automatic,1n6bd0ct2cc446833,ca,2.0,227606.0,white,gray,o'reilly auto parts,5000.0,5100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc130891,ca,4.0,44039.0,white,beige,nissan-infiniti lt,11750.0,12900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cc177703,ca,38.0,65320.0,—,black,nissan-infiniti lt,10350.0,10250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,wddhf8jb4ca571916,ca,38.0,46114.0,black,black,the hertz corporation,26900.0,24000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db5ca487674,ca,35.0,36395.0,black,black,mercedes-benz financial services,43900.0,43500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn405239,ca,25.0,21756.0,—,black,nissan-infiniti lt,13250.0,11250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk6cu095761,ca,,41266.0,gray,blue,hertz/tra,14000.0,4750.0,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn460655,ca,26.0,40281.0,white,beige,the hertz corporation,11000.0,11250.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML350 BlueTEC,SUV,automatic,4jgda2eb1ca025472,ca,28.0,53595.0,white,black,mercedes benz of ontario,33200.0,32000.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2epxcc171389,ca,36.0,50358.0,gray,black,santander consumer,12300.0,12000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Armada,SV,SUV,automatic,5n1aa0nc3cn607033,ca,24.0,33829.0,gray,black,the hertz corporation,25500.0,24000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn453946,ca,42.0,74249.0,white,black,nissan motor acceptance corporation,9775.0,10250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap8cc139112,ca,21.0,34994.0,—,black,nissan-infiniti lt,12350.0,11100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp7ct023963,ca,44.0,16312.0,—,gray,nissan-infiniti lt,11600.0,12750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap2cc256166,ca,3.0,14887.0,beige,beige,nissan motor acceptance corporation,13700.0,11500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Outlander Sport,SE,SUV,automatic,ja4ap4au5cz004435,ca,39.0,28647.0,gray,black,first investors servicing corp,11300.0,11200.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn479356,ca,36.0,20526.0,white,gray,nissan-infiniti lt,13300.0,12500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7bexca781158,ca,34.0,59472.0,black,black,the hertz corporation,27500.0,28901.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap4cn421025,ca,37.0,25195.0,—,black,nissan-infiniti lt,13000.0,12000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Outlander,SE,SUV,automatic,ja4jt3aw8cu003302,ca,26.0,44491.0,blue,black,wells fargo dealer services,12300.0,13000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv0cw352146,ca,36.0,25635.0,gray,black,nissan-infiniti lt,16300.0,15250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2apxcn403077,ca,21.0,26220.0,white,tan,nissan-infiniti lt,12950.0,10750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cn419692,ca,35.0,11951.0,white,black,nissan-infiniti lt,13900.0,13700.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Subaru,Impreza,WRX,Sedan,manual,jf1gv7e67cg024559,ca,27.0,36323.0,blue,black,prestige chrysler jeep dodge,18550.0,20800.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cpxct017946,ca,45.0,38247.0,silver,gray,mossy nissan oceanside,10750.0,9000.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp5ct016056,ca,48.0,26920.0,black,beige,nissan-infiniti lt,11050.0,12000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn499388,ca,34.0,66364.0,black,black,the hertz corporation,9675.0,10500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn417746,ca,37.0,36688.0,—,gray,nissan-infiniti lt,12250.0,12400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap1cl769100,ca,35.0,34155.0,black,gray,wells fargo dealer services,9300.0,10400.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp0ct020919,ca,34.0,19395.0,black,beige,nissan-infiniti lt,11650.0,11000.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.8 S,Hatchback,automatic,3n1bc1cp0ck815359,ca,29.0,33641.0,red,black,santander consumer,8650.0,9600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt5cw259184,ca,29.0,41350.0,red,black,santander consumer,13000.0,14000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc158506,ca,43.0,18891.0,gray,black,nissan-infiniti lt,13400.0,15500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn429376,ca,32.0,40401.0,white,black,nissan-infiniti lt,12000.0,12200.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Subaru,Legacy,2.5i Premium,Sedan,automatic,4s3bmcb6xc3029413,ca,29.0,69460.0,gray,black,ge fleet services for itself/servicer,12050.0,12500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be4ca778188,ca,45.0,68895.0,silver,gray,the hertz corporation,24600.0,25000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Mitsubishi,Outlander,SE,SUV,automatic,ja4as3awxcu013364,ca,42.0,37816.0,black,black,jpmorgan chase bank n.a.,12150.0,12600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt0cw251381,ca,26.0,56424.0,silver,black,nissan motor acceptance corporation,15200.0,12250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7ca782669,ca,31.0,60981.0,gray,black,the hertz corporation,27000.0,26250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Frontier,SV,Crew Cab,automatic,1n6ad0erxcc421224,ca,21.0,81015.0,black,gray,jpmorgan chase bank n.a.,14200.0,13300.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgda5hb6ca044788,ca,22.0,42503.0,gray,black,fletcher jones motorcars,33700.0,29750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7bexca782696,ca,27.0,55050.0,gray,black,the hertz corporation,28700.0,27900.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep8cc191074,ca,34.0,26958.0,silver,black,phillips auto brokerage,13850.0,13500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap5cc225980,ca,41.0,53345.0,white,black,onemain rem/delta dealer,11150.0,8400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be7ca773583,ca,46.0,18330.0,white,brown,mercedes-benz usa,41000.0,36750.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn417437,ca,45.0,27499.0,white,gray,nissan-infiniti lt,12850.0,13000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt3cw291728,ca,41.0,44066.0,black,black,nissan motor acceptance corporation,15650.0,14250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap1cn482459,ca,28.0,59724.0,white,black,the hertz corporation,10750.0,10600.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap1cn418275,ca,48.0,33533.0,—,black,nissan-infiniti lt,12450.0,12500.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp4ct023001,ca,48.0,13406.0,black,beige,nissan motor acceptance corporation,11800.0,12900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp1ct016331,ca,44.0,33846.0,black,gray,nissan-infiniti lt,10400.0,12100.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Sentra,2,Sedan,automatic,3n1ab6ap3cl625581,ca,37.0,71281.0,silver,gray,metro nissan of montclair,7750.0,9100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc216730,ca,39.0,52631.0,white,black,nissan motor acceptance corporation,11200.0,11900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn453999,ca,3.0,43615.0,white,gray,nissan-infiniti lt,11850.0,10000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be8ca778985,ca,19.0,64548.0,gray,black,the hertz corporation,25600.0,23500.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be5ca780127,ca,27.0,60867.0,black,black,the hertz corporation,27100.0,26500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap2cc808904,ca,31.0,55684.0,—,black,nissan-infiniti lt,14500.0,16500.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,M-Class,ML63 AMG,SUV,,4jgda7eb0ca049551,ca,,1.0,,,high bid trading co inc,69000.0,18500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgbf7be1ca778875,ca,42.0,59052.0,black,gray,mercedes-benz finc wholesale advantage,27600.0,30250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fkxcu063573,ca,28.0,28605.0,silver,black,onemain rem/m&m auto traders,14750.0,15200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn432632,ca,2.0,27826.0,white,gray,nissan-infiniti lt,12850.0,11000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cc259271,ca,23.0,31702.0,silver,black,remarketing by ge/manheim california,11350.0,10250.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.6 S,Sedan,,3n1cn7ap0cl945298,ca,43.0,23402.0,gray,black,wells fargo dealer services,9600.0,10800.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Nissan,Leaf,SL,Hatchback,automatic,jn1az0cp3ct023930,ca,41.0,35541.0,blue,gray,nissan-infiniti lt,10500.0,11000.0,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cn412028,ca,26.0,29636.0,white,black,nissan-infiniti lt,12700.0,10750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Ram,1500,SLT,Quad Cab,automatic,1c6rd6gp8cs225557,ca,45.0,62646.0,silver,gray,symbolic motor cars,14850.0,15750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn429617,ca,38.0,36396.0,—,black,nissan-infiniti lt,12250.0,12400.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Versa,1.6 S,Sedan,automatic,3n1cn7ap7cl866033,ca,44.0,53923.0,blue,black,exeter finance corp,7925.0,8200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,smart,fortwo,passion coupe,Hatchback,automatic,wmeej3baxck524809,ca,44.0,39963.0,silver,black,mercedes-benz financial services,5975.0,7250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn413739,ca,41.0,6265.0,black,gray,nissan-infiniti lt,14250.0,13000.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,mitsubishi,galant,,,automatic,4a32b2ff9ce018740,ca,41.0,65632.0,white,gray,dtg operations inc,7900.0,8000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap7cn432892,ca,32.0,23090.0,white,black,nissan-infiniti lt,13150.0,12750.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Coupe,automatic,wbake3c57be768905,ca,28.0,31272.0,white,black,financial services remarketing (lease),20700.0,21750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c58be743926,ca,39.0,31946.0,black,black,financial services remarketing (lease),28200.0,27000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c59bf093304,ca,4.0,52875.0,black,beige,financial services remarketing (lease),16950.0,18000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm79007,ca,43.0,31315.0,black,black,financial services remarketing (lease),19850.0,20750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c53be850277,ca,46.0,11802.0,gray,beige,financial services remarketing (lease),22500.0,23000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i xDrive,Sedan,automatic,wbafu7c57bdu54138,ca,43.0,40276.0,black,black,financial services remarketing (lease),29000.0,28600.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Audi,A4,2.0T Premium,Sedan,automatic,wauafafl9bn013374,ca,26.0,34058.0,black,black,high bid trading co inc,17100.0,16000.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee9cp048910,ca,21.0,60316.0,white,gray,the hertz corporation,9450.0,8300.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Volkswagen,GLI,Autobahn PZEV,Sedan,automatic,3vw4a7aj0cm016826,ca,1.0,31165.0,black,black,vw credit,14600.0,11500.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c52be578482,ca,43.0,42012.0,gray,black,financial services remarketing (lease),23700.0,25500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm83168,ca,42.0,33322.0,blue,black,financial services remarketing (lease),19600.0,20000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c51be683532,ca,43.0,13579.0,green,—,financial services remarketing (lease),22400.0,20500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du4c1536019,ca,4.0,36550.0,turquoise,gray,toyota financial services,15800.0,16300.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c59be578799,ca,44.0,23723.0,white,black,financial services remarketing (lease),26100.0,28500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Volvo,S60,T5,Sedan,automatic,yv1622fsxc2098367,ca,29.0,32782.0,gray,black,fiserv/usb dealer services northstar exchange,16250.0,15700.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series Gran Turismo,535i xDrive,Hatchback,automatic,wbasp2c53bc337588,ca,39.0,22507.0,gray,black,financial services remarketing (lease),31300.0,31500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c5xba447103,ca,41.0,29856.0,gray,black,financial services remarketing (lease),20100.0,22000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c56ba443825,ca,49.0,24496.0,gray,black,financial services remarketing (lease),21000.0,20500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c54bf094053,ca,35.0,17914.0,black,black,financial services remarketing (lease),21700.0,22250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Volvo,XC90,3.2,SUV,automatic,yv4952cy2c1608846,ca,34.0,32783.0,black,beige,fiserv/usb dealer services northstar exchange,22800.0,23000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Acura,RDX,SH-AWD,SUV,automatic,5j8tb1h58ba002803,ca,25.0,60189.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,19250.0,18100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c52ba448620,ca,39.0,38514.0,blue,gray,financial services remarketing (lease),18900.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g59bnm75557,ca,48.0,24949.0,white,black,financial services remarketing (lease),20700.0,22250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Audi,A5,2.0T Premium quattro,Coupe,automatic,waulfafr0ba028480,ca,26.0,77489.0,white,black,walters auto sales/service inc,18400.0,20250.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,Volvo,S60,T5,Sedan,automatic,yv1622fs5c2098583,ca,41.0,60252.0,white,black,us bank,13900.0,14750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c59be578379,ca,45.0,10492.0,white,black,financial services remarketing (lease),27800.0,30000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g58bnn59112,ca,36.0,43616.0,black,beige,financial services remarketing (lease),18200.0,19000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Toyota,Highlander,Base,SUV,automatic,5tdzk3eh4cs059863,ca,38.0,31180.0,blue,beige,i auto sales inc,22800.0,21500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,Volkswagen,Tiguan,S,SUV,automatic,wvgav7ax9cw519295,ca,1.0,27673.0,white,black,vw credit,14350.0,11300.0,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Convertible,automatic,wbadx7c58be743036,ca,45.0,13179.0,black,gray,financial services remarketing (lease),30600.0,31750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c56bf093700,ca,36.0,28727.0,black,black,financial services remarketing (lease),20200.0,20750.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph7c52be852392,ca,44.0,43583.0,black,black,financial services remarketing (lease),18200.0,19250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g56bnn58976,ca,43.0,36736.0,white,black,financial services remarketing (lease),19150.0,20000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c52bc807666,ca,27.0,47803.0,gray,—,financial services remarketing (lease),27600.0,26000.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,335i,Sedan,automatic,wbapm5c57be578428,ca,44.0,31517.0,white,gray,financial services remarketing (lease),25000.0,26250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c51bf094141,ca,34.0,26258.0,white,black,financial services remarketing (lease),20500.0,20500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,528i,Sedan,automatic,wbafr1c56bdv82627,ca,4.0,22808.0,black,black,financial services remarketing (lease),26700.0,27500.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk7c50ba974614,ca,38.0,17332.0,black,gray,financial services remarketing (lease),21900.0,22250.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i xDrive,Sedan,automatic,wbapk5g58bnn31666,ca,43.0,25000.0,black,black,financial services remarketing (lease),21100.0,22500.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c51bc602551,ca,47.0,55951.0,black,black,meridian remarketing,25000.0,23300.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c52bf093726,ca,34.0,61948.0,gray,black,financial services remarketing (lease),16250.0,17000.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g52bnm77179,ca,36.0,57023.0,gray,black,financial services remarketing (lease),16400.0,17000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5g55bnm83672,ca,43.0,30673.0,black,black,financial services remarketing (lease),19950.0,21000.0,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,BMW,3 Series,328i,Sedan,automatic,wbaph5c54ba442608,ca,4.0,56559.0,white,black,aaero sweet company,16550.0,17250.0,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
